Colaborador,Suggestion ID,Productora,Correction ID,Product ID,Ver PDP,Dominio,Sección,Acción,Atributo,Valor actual,Valor sugerido,URL imagen sugerida,Decision esperada,Decision respondida,Coincide decision,Código esperado,Código respondido,Coincide código,Comentario colaborador,Fecha de accionado,SCRIPT,COLAB,Comentario,TL auditor
ESGUADAL,Netkel-BIH,Netkel,261718383,MLA60223592,https://www.mercadolibre.com.ar/p/MLA60223592,SNEAKERS,attribute,UPDATE,SIZE,40 AR,41.5 AR,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,,15/05/2026 10:15:47,OK,NOT OK,ID 60723779,ext_vitofalo
ESGUADAL,Netkel-BIH,Netkel,261718384,MLA60223592,https://www.mercadolibre.com.ar/p/MLA60223592,SNEAKERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_782357-MLA95383370834_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,,15/05/2026 10:15:47,OK,NOT OK,ID 60723779,ext_vitofalo
ESGUADAL,Netkel-BIH,Netkel,261718385,MLA60223592,https://www.mercadolibre.com.ar/p/MLA60223592,SNEAKERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_970696-MLA95383370820_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,,15/05/2026 10:15:48,OK,NOT OK,ID 60723779,ext_vitofalo
ESGUADAL,Netkel-BIH,Netkel,261718386,MLA60223592,https://www.mercadolibre.com.ar/p/MLA60223592,SNEAKERS,title,UPDATE,,Zapatillas Hombre Salomon - X Ultra 360 - Trekking,Zapatillas Hombre Salomon - X Ultra 360 - Trekking Verde Talle 41.5 AR,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,,15/05/2026 10:15:48,OK,NOT OK,ID 60723779,ext_vitofalo
ESGUADAL,Netkel-BIH,Netkel,261718387,MLA60223592,https://www.mercadolibre.com.ar/p/MLA60223592,SNEAKERS,description,UPDATE,,"Zapatillas Hombre Salomon - X Ultra 360 - Trekking

Tomando lo mejor de una receta contrastada, nuestra zapatilla de senderismo X-ULTRA 360 está lista para recorrer cualquier distancia. Inspirada en el legado de la icónica zapatilla X-ULTRA, ofrece agarre todoterreno, estabilidad y protección sin importar cómo prefieras ir de aventuras. Con una entresuela amortiguada para una comodidad que desafía kilómetros y una robusta capellada textil elaborada con materiales reciclados.

Peso: 350 g.","Zapatillas Hombre Salomon - X Ultra 360 - Trekking en color verde, listas para recorrer cualquier distancia. Inspirada en el legado de la icónica zapatilla X-ULTRA, ofrece agarre todoterreno, estabilidad y protección sin importar cómo prefieras ir de aventuras. Con una entresuela amortiguada para una comodidad que desafía kilómetros y una robusta capellada textil elaborada con materiales reciclados. Talle: 41.5 AR. Peso: 350 g.",,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,,15/05/2026 10:15:48,OK,NOT OK,ID 60723779,ext_vitofalo
MIBRIZUE,Netkel-AEP,Netkel,112279027,MLA33314030,https://www.mercadolibre.com.ar/p/MLA33314030,DRAWERS_AND_STORAGE_DRAWERS,attribute,UPDATE,COLOR,Nogal/Gris,Cedro/Azul Petróleo,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:15:51,,,,
MIBRIZUE,Netkel-AEP,Netkel,112279028,MLA33314030,https://www.mercadolibre.com.ar/p/MLA33314030,DRAWERS_AND_STORAGE_DRAWERS,title,UPDATE,,Chifonier 10 Cajones Melamina Minimalista Corredera Metalica Color Nogal Gris,Chifonier 10 Cajones Melamina Minimalista Corredera Metalica Color Cedro/Azul Petróleo,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:15:51,,,,
MIBRIZUE,Netkel-AEP,Netkel,112279029,MLA33314030,https://www.mercadolibre.com.ar/p/MLA33314030,DRAWERS_AND_STORAGE_DRAWERS,description,UPDATE,,"El Chifonier 10 Cajones Melamina Minimalista con Corredera Metálica es la solución perfecta para quienes buscan funcionalidad y estilo en un solo mueble. Este chifonier cuenta con 10 cajones totalmente revestidos y equipados con correderas metálicas, lo que garantiza un deslizamiento suave y duradero. Fabricado en melamina de alta resistencia, ofrece una combinación de colores modernos que se adaptan a cualquier decoración. Los tiradores metálicos añaden un toque de elegancia y robustez. Con una profundidad de 45 cm, este modelo 6059 de la marca Table's es ideal para organizar tus pertenencias. Incluye manual de ensamblado para facilitar su montaje. Es un mueble nuevo, no desmontable y sin estantes ajustables ni puertas, lo que lo hace perfecto para quienes buscan simplicidad y eficiencia.","Chifonier Table's modelo 6059 con 10 cajones, diseño minimalista y correderas metálicas para un deslizamiento suave. Fabricado en melamina con terminación bicolor Cedro/Azul Petróleo, ideal para sumar guardado y estilo en dormitorio o vestidor. Su estructura tipo chifonier ofrece gran capacidad de organización en un formato vertical y práctico.",,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:15:51,,,,
DAMERCUR,Netkel-BEK,Netkel,142005043,MLA22864186,https://www.mercadolibre.com.ar/p/MLA22864186,AUTOMOTIVE_TIRES,attribute,UPDATE,LOAD_INDEX,94,101,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:16:13,,,,
DAMERCUR,Netkel-BEK,Netkel,142005044,MLA22864186,https://www.mercadolibre.com.ar/p/MLA22864186,AUTOMOTIVE_TIRES,title,UPDATE,,Neumatico Westlake 225/45 R 17 94w Sa57,Neumatico Westlake 225/45 R 17 101w Sa57,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:16:13,,,,
SANCJOAQ,Netkel-AOX,Netkel,858305156,MLA24732451,https://www.mercadolibre.com.ar/p/MLA24732451,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,title,UPDATE,,Membrana Poliuretánica Supercapa | Dessutol Venier | 5kg Acabado Semimate Color Rojo,"Membrana Poliuretánica Supercapa Dessutol Venier 5kg Semimate Rojo, envío gratis",,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:17:28,,,,
SANCJOAQ,Netkel-AOX,Netkel,858305157,MLA24732451,https://www.mercadolibre.com.ar/p/MLA24732451,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,image,ADD,,,,https://drive.google.com/file/d/1-CLgFzHKJksyrnIJLx2QlmXDtPEbUi-Z/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:17:28,,,,
SANCJOAQ,Netkel-AOX,Netkel,858305158,MLA24732451,https://www.mercadolibre.com.ar/p/MLA24732451,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,image,ADD,,,,https://drive.google.com/file/d/1TmXbTreS-B7axjo9XmtHT_1INGetEidJ/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:17:30,,,,
SANCJOAQ,Netkel-AOX,Netkel,873309846,MLA24732451,https://www.mercadolibre.com.ar/p/MLA24732451,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_638571-MLA99576698178_122025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:17:30,,,,
SANCJOAQ,Netkel-AOX,Netkel,873309847,MLA24732451,https://www.mercadolibre.com.ar/p/MLA24732451,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_638571-MLA99576698178_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_807158-MLA100061043101_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_897246-MLA99576698190_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_603704-MLA96748780963_102025-F.jpg,https://http2.mlstatic.com/D_NQ_NP_603704-MLA96748780963_102025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_638571-MLA99576698178_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_807158-MLA100061043101_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_897246-MLA99576698190_122025-F.jpg,,RECHAZO,RECHAZO,SÍ,E-FI,E-FI,SÍ,,15/05/2026 10:17:30,,,,
NADSOSA,Netkel-ADN,Netkel,381080560,MLA43405608,https://www.mercadolibre.com.ar/p/MLA43405608,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,image,ADD,,,,https://drive.google.com/file/d/1ocvX1W6UV46uwLe6OFCrV7bmoe10Rdhm/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:17:50,,,,
NADSOSA,Netkel-ADN,Netkel,381080561,MLA43405608,https://www.mercadolibre.com.ar/p/MLA43405608,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_952816-MLA99507285444_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:17:50,,,,
NADSOSA,Netkel-ADN,Netkel,381080563,MLA43405608,https://www.mercadolibre.com.ar/p/MLA43405608,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,description,UPDATE,,"Características:
* Con Poliuretano 5 Años Vida Útil
* Muy buen poder cubritivo
* Impermeable
* Terminación Mate

Acerca de este producto:
Tersinol impermeabilizante para frentes, está desarrollado con pigmentos, emulsiones especiales sumado al agregado de aditivos poliuretánicos que le confieren gran rendimiento, excelente resistencia a la intemperie (rayos UV) y a los agentes atmosféricos bajo condiciones exigentes, y le otorgan una vida útil hasta 5 años.
Color Blanco: Puede entonarse y hacer colores pasteles*

Usos:
Es una pintura impermeabilizante para la protección de superficies de cemento, revoques, hormigón, ladrillos, fibrocemento y todos los materiales porosos empleados en la construcción.

Rendimiento: 8 a 12 m² por kilo, aproximadamente, de acuerdo a las superficies.
Aplicación: Rodillo - Pincel
Diluyente: Agua. La primera mano se aconseja diluir con 10% de agua. El resto de las manos no diluir, o diluir con un mínimo de agua para facilitar la extensión del producto.","Features:
* With Polyurethane – 5-Year Service Life
* Very good covering power
* Waterproof
* Matte finish

About this product:
Tersinol waterproofing coating for facades is developed with pigments and special emulsions, plus the addition of polyurethane additives that provide high yield, excellent resistance to weathering (UV rays) and atmospheric agents under demanding conditions, and a service life of up to 5 years.
White color: Can be tinted to create pastel colors*

Uses:
It is a waterproofing paint for protecting cement surfaces, plaster, concrete, bricks, fiber cement, and all porous materials used in construction.

Coverage: Approximately 8 to 12 m² per kilo, depending on the surfaces.
Application: Roller - Brush
Thinner: Water. For the first coat, it is recommended to dilute with 10% water. For the remaining coats, do not dilute, or dilute with a minimum amount of water to facilitate spreading the product.",,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,,15/05/2026 10:17:50,,,,
NADSOSA,Netkel-ADN,Netkel,381080564,MLA43405608,https://www.mercadolibre.com.ar/p/MLA43405608,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,main_features,ADD,,,No es aerosol,,APROBACION,RECHAZO,NO,,E-REL,NO,,15/05/2026 10:17:51,NOT OK,OK,"Me parece que a simple vista notamos que no es un aerosol, por ende no me parece una informacion que sume a las MF",ext_mamincz
NADSOSA,Netkel-ADN,Netkel,907873860,MLA43405608,https://www.mercadolibre.com.ar/p/MLA43405608,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,main_features,ADD,,,"Disponible en 1,25 kg y 25 kg",,RECHAZO,RECHAZO,SÍ,E-MUL,E-MUL,SÍ,,15/05/2026 10:17:51,,,,
DAIPEREY,Netkel-BBP,Netkel,648939598,MLA45830706,https://www.mercadolibre.com.ar/p/MLA45830706,TRADING_CARD_GAMES,attribute,UPDATE,LANGUAGE,Inglés,Inglés Arcano,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:17:57,,,,
DAIPEREY,Netkel-BBP,Netkel,648939599,MLA45830706,https://www.mercadolibre.com.ar/p/MLA45830706,TRADING_CARD_GAMES,attribute,UPDATE,CARDS_NUMBER,41,47,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:17:58,,,,
DAIPEREY,Netkel-BBP,Netkel,648939600,MLA45830706,https://www.mercadolibre.com.ar/p/MLA45830706,TRADING_CARD_GAMES,title,UPDATE,,Pokémon Tcg: Prismatic Evolutions Surprise Box Idioma Inglés,Pokémon Tcg: Prismatic Evolutions Surprise Box Idioma Inglés Arcano 47 Cartas,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:17:58,,,,
DAIPEREY,Netkel-BBP,Netkel,648939601,MLA45830706,https://www.mercadolibre.com.ar/p/MLA45830706,TRADING_CARD_GAMES,description,UPDATE,,"La Caja Sorpresa de Prismatic Evolutions incluye:

- 1 de 9 cartas promocionales holográficas seleccionadas al azar con un logo especial, que pueden ser Eevee ex, Vaporeon ex, Jolteon ex, Flareon ex, Espeon ex, Umbreon ex, Leafeon ex, Glaceon ex o Sylveon ex.
- 4 sobres de mejora de Evoluciones Prismáticas de Escarlata y Violeta de TCG Pokémon.
- Una caja para guardarlo todo, con 4 separadores para mantenerlo organizado.
- Una tarjeta con código para TCG Pokémon Live.",Descubrí la Pokémon TCG S&V Prismatic Evolutions Mini Tin Surprise Box en edición de idioma Inglés Arcano. Esta caja incluye 47 cartas seleccionadas para una experiencia de apertura única y coleccionable. Ideal para sumar a tu colección 2025 o para regalar a fans del set Prismatic Evolutions.,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:17:58,,,,
DADI,Netkel-BFR,Netkel,727728245,MLA38612167,https://www.mercadolibre.com.ar/p/MLA38612167,KITCHEN_CABINETS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_974645-MLA95531262909_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:18:18,,,,
DADI,Netkel-BFR,Netkel,727728246,MLA38612167,https://www.mercadolibre.com.ar/p/MLA38612167,KITCHEN_CABINETS,title,UPDATE,,Alacena Linea Elle 1 Puerta 0.40 Mts 82304 Color Nevado / Blanco,Alacena Linea Elle 1 Puerta 0.40 Mts 82304 Color Nevado / Blanco con envío gratis,,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:18:18,,,,
DADI,Netkel-BFR,Netkel,727728247,MLA38612167,https://www.mercadolibre.com.ar/p/MLA38612167,KITCHEN_CABINETS,description,UPDATE,,"Alacena Linea ELLE

1 Puerta
Sistema minifix (no se ven los tornillos)
Bisagras de metal
Melamina de alta resistencia

Medidas:
Ancho: 0,40m
Alto: 0,55m
Prof: 0,32m

Peso: 19 kg
Bultos: 1

El producto puede presentar pequeñas variaciones con respecto a las fotos. Pueden existir leves diferencias entre partidas o lotes.

Los muebles Tables se entregan desarmados, listos para el ensamble, embalados en una sólida caja de cartón corrugado impresa con el nombre, imagen y descripción del producto que contiene en su interior. Sus piezas son herméticamente protegidas por una lámina de polietileno. Los ensambles se realizan mediante un sistema de herrajes de unión que facilitan el armado, manteniendo siempre el mueble firme y ajustado. Se adjunta un manual con sencillas instrucciones para que cualquier persona arme el mueble en pocos minutos en el lugar donde va a ser instalado. El ensamble es muy sencillo.","Alacena Linea ELLE

1 Puerta
Sistema minifix (no se ven los tornillos)
Bisagras de metal
Melamina de alta resistencia
Manijas de metal.

Medidas:
Ancho: 0,40m
Alto: 0,55m
Prof: 0,32m

Peso: 19 kg
Bultos: 1

El producto puede presentar pequeñas variaciones con respecto a las fotos. Pueden existir leves diferencias entre partidas o lotes.

Los muebles Tables se entregan desarmados, listos para el ensamble, embalados en una sólida caja de cartón corrugado impresa con el nombre, imagen y descripción del producto que contiene en su interior. Sus piezas son herméticamente protegidas por una lámina de polietileno. Los ensambles se realizan mediante un sistema de herrajes de unión que facilitan el armado, manteniendo siempre el mueble firme y ajustado. Se adjunta un manual con sencillas instrucciones para que cualquier persona arme el mueble en pocos minutos en el lugar donde va a ser instalado. El ensamble es muy sencillo.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:18:18,,,,
DADI,Netkel-BFR,Netkel,727728248,MLA38612167,https://www.mercadolibre.com.ar/p/MLA38612167,KITCHEN_CABINETS,main_features,ADD,,,Manijas de metal.,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:18:19,,,,
YAPORTAS,Netkel-AAD,Netkel,996478772,MLA27568490,https://www.mercadolibre.com.ar/p/MLA27568490,PENS,attribute,UPDATE,UNITS_PER_PACKAGE,6,12,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se rechaza por querer modificar el valor de la cantidad de lapiceras, a un producto que no se encuentra en grilla, toda las modificaciones siguientes son erróneas mezclando asi prod.",15/05/2026 10:18:27,OK,NOT OK,,ext_lopmatia
YAPORTAS,Netkel-AAD,Netkel,996478773,MLA27568490,https://www.mercadolibre.com.ar/p/MLA27568490,PENS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_694513-MLA99951766531_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se rechaza por querer modificar el valor de la cantidad de lapiceras, a un producto que no se encuentra en grilla, toda las modificaciones siguientes son erróneas mezclando asi prod.",15/05/2026 10:18:27,OK,NOT OK,,ext_lopmatia
YAPORTAS,Netkel-AAD,Netkel,996478774,MLA27568490,https://www.mercadolibre.com.ar/p/MLA27568490,PENS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_987263-MLA99951101217_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se rechaza por querer modificar el valor de la cantidad de lapiceras, a un producto que no se encuentra en grilla, toda las modificaciones siguientes son erróneas mezclando asi prod.",15/05/2026 10:18:28,OK,NOT OK,,ext_lopmatia
YAPORTAS,Netkel-AAD,Netkel,996478775,MLA27568490,https://www.mercadolibre.com.ar/p/MLA27568490,PENS,title,UPDATE,,Boligrafos Filgo Gel Pop X 6 Colores Metalizado,Boligrafos Filgo Gel Pop X 12 Colores,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se rechaza por querer modificar el valor de la cantidad de lapiceras, a un producto que no se encuentra en grilla, toda las modificaciones siguientes son erróneas mezclando asi prod.",15/05/2026 10:18:28,OK,NOT OK,,ext_lopmatia
YAPORTAS,Netkel-AAD,Netkel,996478776,MLA27568490,https://www.mercadolibre.com.ar/p/MLA27568490,PENS,description,UPDATE,,"Roller gel filgo estuche x 6 colores metalizado (rojo-verde-azul- bronce-plata y oro)
Clip Sujetador
Tinta gel
Grip de goma
Punta de tungsteno trazo 0.7mm

Este producto es ideal para aquellos que buscan calidad y durabilidad en sus materiales de escritura. Los bolígrafos Roller Gel Filgo vienen en un estuche de 6, con colores metalizados variados: rojo, verde, azul, bronce, plata y oro. Cada bolígrafo cuenta con un clip sujetador para mayor comodidad al transportarlo, y su tinta gel garantiza una escritura suave y fluida. Además, su grip de goma proporciona un agarre cómodo durante su uso, y su punta de tungsteno de trazo 0.7mm asegura precisión en cada línea. Ideal para uso diario, escolar o profesional.","Roller gel Filgo en estuche x 12 colores (rojo, verde, azul, entre otros). Incluye clip sujetador, tinta gel y grip de goma para un agarre cómodo. Punta de tungsteno con trazo 0.7mm para una escritura suave y precisa, ideal para uso diario, escolar o profesional.",,RECHAZO,RECHAZO,SÍ,E-DUPA,E-NCP,NO,"Se rechaza por querer modificar el valor de la cantidad de lapiceras, a un producto que no se encuentra en grilla, toda las modificaciones siguientes son erróneas mezclando asi prod.",15/05/2026 10:18:28,OK,NOT OK,,ext_lopmatia
FAGAGLIA,Netkel-BCO,Netkel,103077456,MLA23288471,https://www.mercadolibre.com.ar/p/MLA23288471,TV_STORAGE_UNITS,attribute,UPDATE,BRAND,Table's,MaderNova,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:18:34,,,,
FAGAGLIA,Netkel-BCO,Netkel,103077457,MLA23288471,https://www.mercadolibre.com.ar/p/MLA23288471,TV_STORAGE_UNITS,attribute,UPDATE,MODEL,4100,Orion Flex 92,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:18:34,,,,
FAGAGLIA,Netkel-BCO,Netkel,103077458,MLA23288471,https://www.mercadolibre.com.ar/p/MLA23288471,TV_STORAGE_UNITS,attribute,UPDATE,COLOR,Olmo y Everes,Roble Ártico y Grafito,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:18:35,,,,
FAGAGLIA,Netkel-BCO,Netkel,103077459,MLA23288471,https://www.mercadolibre.com.ar/p/MLA23288471,TV_STORAGE_UNITS,title,UPDATE,,Mesa Tv Tables 4100 Olm/eve 2p 180x052x036 Color Olmo y Everes,Mesa Tv MaderNova Orion Flex 92 2p 180x052x036 Color Roble Ártico y Grafito,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:18:35,,,,
NAMANGAS,Netkel-AVC,Netkel,373654063,MLA42238851,https://www.mercadolibre.com.ar/p/MLA42238851,CONSTRUCTION_PUTTIES_AND_SPACKELS,attribute,UPDATE,UNIT_VOLUME,1 L,1.3 L,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:18:47,,,,
NAMANGAS,Netkel-AVC,Netkel,373654064,MLA42238851,https://www.mercadolibre.com.ar/p/MLA42238851,CONSTRUCTION_PUTTIES_AND_SPACKELS,title,UPDATE,,Casablanca Enduido Exterior 1 L Mate,Casablanca Enduido Exterior 1.3 L Mate,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:18:47,,,,
IGJEREZ,Netkel-AWD,Netkel,505515484,MLA36692221,https://www.mercadolibre.com.ar/p/MLA36692221,SUPPLEMENTS,attribute,UPDATE,FLAVOR,Chocolate amargo,Lemon pie,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,36692572,15/05/2026 10:18:48,,,,
IGJEREZ,Netkel-AWD,Netkel,505515485,MLA36692221,https://www.mercadolibre.com.ar/p/MLA36692221,SUPPLEMENTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_707034-MLA96896596438_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,36692572,15/05/2026 10:18:49,,,,
IGJEREZ,Netkel-AWD,Netkel,505515486,MLA36692221,https://www.mercadolibre.com.ar/p/MLA36692221,SUPPLEMENTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_743121-MLA97353375271_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,36692572,15/05/2026 10:18:49,,,,
IGJEREZ,Netkel-AWD,Netkel,505515487,MLA36692221,https://www.mercadolibre.com.ar/p/MLA36692221,SUPPLEMENTS,title,UPDATE,,MervickLab Whey Protein Bar 12 Barras 46g Sabor Chocolate Negro,MervickLab Whey Protein Bar 12 Barras 46g Sabor Lemon Pie,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,36692572,15/05/2026 10:18:49,,,,
FLTANGOR,Netkel-APQ,Netkel,209924637,MLA68496847,https://www.mercadolibre.com.ar/p/MLA68496847,BOOKS,attribute,UPDATE,BOOK_COVER,Blanda,Acrílica,,RECHAZO,RECHAZO,SÍ,E-NCP,E-REL,NO,No se aceptan los cambios dado que no corresponde al ISBN,15/05/2026 10:18:55,OK,NOT OK,,ext_mamincz
FLTANGOR,Netkel-APQ,Netkel,209924638,MLA68496847,https://www.mercadolibre.com.ar/p/MLA68496847,BOOKS,attribute,UPDATE,BOOK_VOLUME,9,17,,RECHAZO,RECHAZO,SÍ,E-NCP,E-REL,NO,No se aceptan los cambios dado que no corresponde al ISBN,15/05/2026 10:18:55,OK,NOT OK,,ext_mamincz
